$primary$,$original$
$neobar$,$neobar$
$neptune$,$neptune$
$neptune$,$neptune service company$
$neptune$,$neptune  service company$
$new dominion$,$new dominion$
$new park$,$new park$
$newark energy llc$,$newark energy llc$
$newark energy llc$,$newark$
$newfield exploration$,$newfield exploration$
$newfield exploration$,$newfield exploration company$
$newfield exploration$,$newfield exploration midcon$
$newfield exploration$,$newfield$
$newpark drilling fluids$,$new park drilling fluids$
$newpark drilling fluids$,$newpark drilling fluids$
$newpark drilling fluids$,$newpark drilling fluids, llc$
$newpark drilling fluids$,$newpark$
$nexeo$,$nexeo$
$nexeo$,$nexeo solutions$
$nexeo$,$nexeo (geokimika)$
$ngo development$,$ngo development$
$nimco$,$nimco$
$nis$,$nis$
$nissan chemical$,$nissan chemical$
$nissan chemical$,$nissan chemical america$
$nissan chemical$,$nissan chemical america corp.$
$nissan chemical$,$nissan chemical america corporation$
$nissan chemical$,$nissan$
$no supplier reported$,$unrecorded supplier$
$no supplier reported$,$na$
$no supplier reported$,$other chemicals$
$noble energy$,$noble energy$
$noble energy$,$noble engery$
$non-ftsi$,$non-ftsi$
$none$,$none$
$nortex$,$nortex$
$north american chemical$,$north american chemical services$
$north american chemical$,$north american chemicals zone$
$north texas oil and gas$,$north texas oil and gas$
$north texas oil and gas$,$north texas oil & gas$
$northeast natural energy llc$,$northeast natural energy llc$
$northeast natural energy llc$,$northeast natural energy$
$northern white sand$,$northern white sand$
$northern white sand$,$northern white$
$not assigned$,$not assigned$
$not_a_supplier$,$---$
$not_a_supplier$,$0.0$
$not_a_supplier$,$2,2-dibromo-3-nitriloproprionamide$
$not_a_supplier$,$alkyl  pyridinium chloride$
$not_a_supplier$,$company$
$not_a_supplier$,$company 1$
$not_a_supplier$,$company 2$
$not_a_supplier$,$company u s a$
$not_a_supplier$,$f1711713$
$not_a_supplier$,$fresh water$
$not_a_supplier$,$mixed$
$not_a_supplier$,$n/a$
$not_a_supplier$,$null$
$not_a_supplier$,$proppant$
$not_a_supplier$,$s1310630$
$nova mud$,$nova mud$
$nwt$,$nwt$
$nynas$,$nynas$
$o'benco$,$o'benco$
$oak valley operating$,$oak valley operating$
$oakland oil$,$oakland oil$
$oasis$,$oasis$
$oasis$,$oasis petroleu m n america llc$
$oasis$,$oasis petroleum$
$oasis$,$oasis petroleum n america llc$
$oasis$,$oasis petroleum na$
$oasis$,$oasis petroleum north america llc$
$oasis$,$oasis well service$
$oasis$,$oasis well services$
$oasis$,$oasis petroleum, inc.$
$occidental$,$occdental chemical corporation$
$occidental$,$occidental$
$occidental$,$occidental  chemical corporation$
$occidental$,$occidental chemical$
$occidental$,$occidental chemical 
corporation$
$occidental$,$occidental chemical coorporation$
$occidental$,$occidental chemical coporation$
$occidental$,$occidental chemical corp$
$occidental$,$occidental chemical corp.$
$occidental$,$occidental chemical corporation$
$occidental$,$occidental chemical corportation$
$occidental$,$occidental chemical solutions$
$occidental$,$occidental oil and gas$
$occidental$,$occidental petroleum$
$occidental$,$occidetnal chemical corporation$
$occidental$,$occodental chemical corporation$
$occidental$,$occidental chemicals$
$occidental$,$occidental petroleum corp - oxy inc$
$occidental$,$occidential chemical$
$ofs$,$ofs$
$ogp operating$,$ogp operating$
$oil and gas chemicals$,$oil and gas chemicals$
$oil states industry$,$oil states industry$
$oil states industry$,$oil estates industry$
$oilfield chemicals$,$oilfield chemicals$
$oilfield services$,$oilfield services$
$oilfield solutions inc.$,$oilfield solutions inc.$
$oilfield solutions inc.$,$oilfield solutions$
$okc gas$,$okc gas$
$okland oil$,$okland oil$
$okland oil$,$okland oil company$
$omega treating chemicals$,$omega treating chemicals$
$omni$,$omni$
$omni$,$omni industrial$
$on energy services$,$on$
$on energy services$,$on energy services$
$on-site well$,$on-site well$
$oncore$,$oncore$
$one aquasource$,$aquaone source$
$one aquasource$,$one aqua$
$one aquasource$,$one aqua source$
$one aquasource$,$one aquasource$
$one aquasource$,$one aquasource inc$
$one aquasource$,$one aquasource inc.$
$one aquasource$,$one aquasource, inc$
$one aquasource$,$one aquasource, inc.$
$one aquasource$,$oneaqua$
$one aquasource$,$oneaqua source$
$one aquasource$,$aqua one source$
$one aquasource$,$one aquasource inc,$
$one aquasource$,$one aqua source, inc.$
$one aquasource$,$aqua one sourse$
$one aquasource$,$one aquasurce inc.$
$one aquasource$,$aqua one$
$onesource$,$onesourc$
$onesource$,$onesourc e$
$onestim$,$onestim$
$operator$,$oiperator$
$operator$,$operator$
$operator$,$operator - city water$
$operator$,$operator & endura$
$operator$,$operator and cws$
$operator$,$operator supplied$
$operator$,$operator/san jel$
$operator$,$operatro$
$operator$,$opertor$
$operator$,$supplied by operator$
$operator$,$well  operator$
$operator$,$well operator$
$optiblend$,$optiblend$
$optimum performance$,$optimum performance$
$opus operating$,$opus operating$
$orca operating$,$orca operating$
$orco$,$orco$
$ord$,$ord$
$orion$,$orion$
$orr energy llc$,$orr energy llc$
$osage exploration and development$,$osage exploration and development$
$osage exploration and development$,$osage exploration and developement$
$osp$,$osp$
$ow$,$ow$
$ows$,$ows$
$oxane materials$,$oxane materials$
$oxy$,$oxy$
$oxy$,$oxy chem$
$oxy$,$oxy permian$
$oxy$,$oxychem$
$oxy$,$oxy usa$
$oxy chemical$,$oxy chemical$
$oxy chemical$,$oxy permian-odessa$
$oxy chemical$,$oxy oil & gas$
$p3$,$p3$
$pablo energy$,$pablo energy$
$pace international$,$pace$
$pace international$,$pace international$
$paladin petroelum$,$paladin petroelum$
$paladin petroelum$,$paladin petroleum$
$paladin petroelum$,$paladin petroleum llc$
$paloma operating inc$,$paloma operating inc$
$pantera energy$,$pantera energy$
$pantera energy$,$pantera$
$pantera energy$,$pantera energy company$
$panther energy$,$panther energy$
$par minerals$,$par minerals$
$parsley energy$,$parsley$
$parsley energy$,$parsley energy$
$parsley energy$,$parsley energy operations$
$patriot resources, inc.$,$patriot resources, inc.$
$patriot resources, inc.$,$patriot$
$patriot resources, inc.$,$patriot fluid solutions$
$pattison$,$pattison$
$pattison$,$pattison sand co.$
$paul gillham$,$paul gillham$
$paul gillham$,$paul gillham oil company$
$payne exploration company$,$payne exploration company$
$payne exploration company$,$payne exploration-oklahoma city$
$payne exploration company$,$payne exploration$
$payrock energy-ok city$,$payrock energy-ok city$
$payrock energy-ok city$,$payrock energy$
$payzone$,$payzone$
$pcc$,$pcc$
$pdc$,$pdc$
$pdc$,$pdc permian$
$pdc energy$,$pdc energy$
$peach creek$,$peach creek$
$peach creek$,$peach creek, chemplex$
$peach creek$,$peach creek complex$
$peak energy$,$peak energy$
$pecos operating$,$pecos operating$
$penn transport llc$,$penn transport llc$
$penn virginia oil & gas-houston$,$penn virginia oil & gas-houston$
$penn virginia oil & gas-houston$,$penn virginia oil & gas$
$penn virginia oil & gas-houston$,$penn virginia oil & gas corp$
$penn virginia oil & gas-houston$,$penn virginia oil & gas corp.$
$penn virginia oil & gas-houston$,$penn virginia$
$pennenergy resources$,$pennenergy resources$
$penreco$,$penreco$
$pep llc$,$pep llc$
$peregrine petroleum$,$peregrine petroleum$
$perf sealers$,$perf sealers$
$performance chemical company$,$performance chemcial company$
$performance chemical company$,$performance chemica$
$performance chemical company$,$performance chemical$
$performance chemical company$,$performance chemical co$
$performance chemical company$,$performance chemical co.$
$performance chemical company$,$performance chemical company$
$performance chemical company$,$performance chemicals$
$performance chemical company$,$preformance chemical company$
$performance chemical company$,$preformance chemical co$
$performance chemical company$,$performance chemical, co.$
$performance technologies$,$nce technolo$
$performance technologies$,$nce technolo gies$
$performance technologies$,$nce technolog$
$performance technologies$,$performa nce$
$performance technologies$,$performa nce technolo$
$performance technologies$,$performa nce technolo gies$
$performance technologies$,$performa nce technolog$
$performance technologies$,$performa nce technolog ies$
$performance technologies$,$performan ce$
$performance technologies$,$performance$
$performance technologies$,$performance tech$
$performance technologies$,$performance technologies$
$performance technologies$,$performance technologies, l.l.c.$
$performance technologies$,$performance technologies, llc$
$performance technologies$,$performance techologies$
$performance technologies$,$performance tehcnologies$
$performance technologies$,$technolo gies$
$performance technologies$,$technolo gies inc$
$performance technologies$,$technologies$
$performance technologies$,$technologies , inc$
$permian resources-midland$,$permian resources-midland$
$permian resources, inc.$,$permian resources, inc.$
$permian resources, inc.$,$permian resources$
$permian sand$,$permian sand$
$peroxychem$,$peroxychem$
$pertoplex acidizing inc$,$pertoplex acidizing inc$
$pes$,$pes$
$petro harvester$,$petro harvester$
$petro hunt, llc$,$petro hunt, llc$
$petro hunt, llc$,$petrohunt$
$petro-guard$,$petro-guard$
$petro-hunt llc$,$petro-hunt llc$
$petro-hunt llc$,$petro-hunt$
$petro-hunt llc$,$petro hunt ll&c$
$petrochem$,$petrochem$
$petroglyph operating-roosevelt$,$petroglyph operating-roosevelt$
$petroleum resources management co$,$petroleum resources management co$
$petroleum resources management co$,$petroleum resource management$
$petromax$,$petromax$
$petromax$,$petromax operating co., inc.$
$petroplex$,$petorplex$
$petroplex$,$petroplex$
$petroplex$,$petroplex acidizing inc$
$petroplex$,$petroplex energy$
$petroquest energy llc$,$petroquest energy llc$
$petroshale (us) inc.$,$petroshale (us) inc.$
$pfp$,$pfp$
$pfp$,$pfp industries$
$pfp$,$pfp technolgy$
$pfp$,$pfp technologies$
$pfp$,$pfp technology$
$pfp$,$pfp technology$
$pfp$,$pfp technology, llc$
$pfp$,$pfp techology$
$pfp$,$pfp, llc$
$pfp$,$pfp, llc.$
$pfp$,$pfp,llc$
$pfp$,$pfp llc$
$pfp inc$,$pfp inc$
$pfp, inc$,$pfp, inc$
$pfp.llc$,$pfp.llc$
$pge$,$pge$
$phoenix$,$phoenix$
$pioneer$,$pioneer$
$pioneer$,$pioneer natrual resources$
$pioneer$,$pioneer natural$
$pioneer$,$pioneer natural reosources$
$pioneer$,$pioneer natural reosurces$
$pioneer$,$pioneer natural reources$
$pioneer$,$pioneer natural resouces$
$pioneer$,$pioneer natural resource$
$pioneer$,$pioneer natural resource s$
$pioneer$,$pioneer natural resource s pumping services llc$
$pioneer$,$pioneer natural resource s pumping servies, llc.$
$pioneer$,$pioneer natural resource s usa inc$
$pioneer$,$pioneer natural resource s usa inc.$
$pioneer$,$pioneer natural resources$
$pioneer$,$pioneer natural resources inc-irving$
$pioneer$,$pioneer natural resources llc$
$pioneer$,$pioneer natural resources pressure pumping service$
$pioneer$,$pioneer natural resources pumping$
$pioneer$,$pioneer natural resources pumping servcies, llc$
$pioneer$,$pioneer natural resources pumping services$
$pioneer$,$pioneer natural resources pumping services ,llc$
$pioneer$,$pioneer natural resources pumping services llc$
$pioneer$,$pioneer natural resources pumping services lloc$
$pioneer$,$pioneer natural resources pumping services, llc$
$pioneer$,$pioneer natural resources pumping services, llc.$
$pioneer$,$pioneer natural resources pumping servics, llc$
$pioneer$,$pioneer natural resources services llc$
$pioneer$,$pioneer natural resources usa llc$
$pioneer$,$pioneer natural resources, pumping services llc$
$pioneer$,$pioneer natural resourcs$
$pioneer$,$pioneer natural resrouces$
$pioneer$,$pioneer natural rsources$
$pioneer$,$pioneer natural services pumping services, llc$
$pioneer$,$pioneer pumping$
$pioneer$,$pioneer pumping services$
$pioneer$,$pioneer pumping services llc$
$pioneer$,$pioneer pumping services,$
$pioneer$,$pioneer pumping services, llc$
$pioneer$,$pioneer pumping servies, llc$
$pioneer$,$pioneerpum ping services llc$
$pioneer$,$pnr pumping services llc$
$pioneer$,$poneer natural resources$
$pip technology$,$pip technology$
$pitts energy$,$pitts energy$
$pitts energy$,$pitts$
$plantation$,$plantation$
$plantation$,$plantation petroleum$
$plantation$,$plantation petroleum company$
$plantation$,$plantation petroleum co.$
$platinum$,$platinum$
$platinum$,$platinum energy solutions$
$platinum$,$platinum energy$
$platinum$,$platinum energy services$
$playinum energy services$,$playinum energy services$
$plt$,$plt$
$plymouth  sk$,$plymouth  sk$
$plymouth  sk$,$plymouth$
$plymouth  sk$,$sk plymouth llc$
$plymouth  sk$,$plymouth resources llc$
$pmi$,$pmi$
$pmo$,$pmo$
$pnr$,$pnr$
$po and g$,$po and g$
$po and g$,$po and g operating$
$polk$,$polk$
$poly$,$poly$
$poly frac plus$,$poly frac plus$
$poly frac plus$,$polyfrac plus$
$ppc operating$,$ppc operating$
$ppc operating$,$ppc operating company$
$ppc operating$,$ppc ooperating$
$ppc operating$,$ppc$
$ppg$,$ppg$
$ppg$,$ppg industries$
$pps$,$pps$
$pqc$,$pqc$
$pqs$,$pqs$
$prairie petrochem$,$prairie petrochem$
$prairie petrochem$,$praire petro chem$
$prairie petrochem$,$prairie petro chem of america$
$prairie petrochem$,$prairie petro chem$
$praxair$,$praxair$
$precision$,$precision$
$precision$,$precision additives$
$preferred$,$perfered sand$
$preferred$,$perferred$
$preferred$,$perferred sands$
$preferred$,$prefered$
$preferred$,$preferred$
$preferred$,$preferred pipeline$
$preferred$,$preferred rcs$
$preferred$,$preferred sand$
$preferred$,$preferred sands$
$preferred$,$preferred sands llc$
$preferred$,$preffered$
$preferred$,$preffered sand$
$preferred$,$preffered sands$
$preferred$,$prefferred sands$
$preferred$,$preferredsands$
$preferred$,$preferred propp$
$preferred$,$preferred prop$
$preferred$,$preffered quality chemicals$
$preferred$,$preffered pipeline$
$preferred$,$preferred, mississippi, barton, halliburton$
$preferred$,$preffered proppants$
$premier$,$premier$
$premier$,$premier pressure pumping$
$premier$,$praire petrochem$
$premier$,$premier silica$
$presley operating$,$presley operating$
$pride energy$,$pride energy$
$pride energy$,$pride energy company$
$primary natural resources$,$primary natural resources$
$prime$,$prime$
$prime eco group$,$prime eco group$
$prime eco group$,$prime eco$
$prime eco group$,$prime eco group, inc$
$prime eco group$,$prime operating$
$prime energy$,$prime energy$
$primexx operating corp.$,$primexx operating corp.$
$primexx operating corp.$,$primexx operating-dallas$
$pro chem, inc.$,$pro chem, inc.$
$pro petro$,$pro petro$
$pro petro$,$pro petro$
$pro petro$,$pro petro$
$pro petro$,$petro hunt$
$pro-frac$,$pro frac services$
$pro-frac$,$pro-frac$
$pro-frac$,$profrac$
$pro-frac$,$profrac services$
$pro-stim$,$pro-stim$
$pro-stim$,$pro-stim services$
$pro-stim$,$pro-stime$
$pro-stim$,$prostim$
$pro-stim$,$prp-stim$
$proaction fluids$,$proaction fluids$
$producers service corp$,$producer s service corp$
$producers service corp$,$producers serivce corp$
$producers service corp$,$producers service corp$
$producers service corp$,$producers service corp / keane$
$production services$,$production services$
$production services$,$production resources$
$products for people$,$products for people$
$proflow$,$proflow$
$proflow$,$pro flow$
$proflow$,$pro-flow$
$progressive$,$progressive$
$prop. spec., mt. creek,$,$prop. spec., mt. creek,$
$prop. spec., mt. creek,$,$mt. creek products$
$prop. spec., mt. creek,$,$prop. spec., mt. creek$
$prop. spec., mt. creek,$,$prop spec, mt creek$
$prop. spec., mt. creek,$,$prop. spec., mt creek$
$propetro$,$propetro$
$propetro$,$propetro services$
$proppant specialists, llc$,$proppant specialists, llc$
$proppant specialties$,$proppant specialties$
$proppant specialties$,$proppant specilites$
$proppant specialties$,$proppant specilities$
$proppant specialties$,$proppant specilties$
$proppant specialties$,$proppant specialists$
$propstar$,$propstar$
$propzone$,$propzone$
$protechnics$,$protechnic$
$protechnics$,$protechnic s$
$protechnics$,$protechnics$
$protechnics$,$protechnics completion$
$protechnics$,$protechnics completion diagnostics$
$protechnics$,$pro technics$
$protechnics$,$ro technics$
$protechnics$,$pro-technics$
$protechnics$,$protechnics core lab$
$protege energy iii llc$,$protege energy iii llc$
$protreat$,$protreat$
$protreat technology corporation$,$protreat technology corporation$
$pruitt operating$,$pruitt operating$
$pruitt operating$,$pruitt operating co. llc$
$psc$,$psc$
$ptl$,$ptl$
$pumpco$,$pumpco$
$pumpco$,$pumpco services$
$pumping services llc$,$pumping services llc$
$pureline$,$pureline$
$pureline$,$pureline treatment systems$
$pureline$,$purline treatment systems$
$pursuit$,$pursuit$
$pvc$,$pvc$
$pvs$,$pvs$
$pvs$,$pvs chemical$
$pvs$,$pvs energy group$
$python$,$python$
$qes pp$,$qes$
$qes pp$,$qes pp$
$qes pp$,$qespp$
$qespp & chisolm o & g (3rd party)$,$qespp & chisolm o & g (3rd party)$
$quanah panhandle$,$quanah panhandle$
$quantum$,$quantum$
$quantum$,$quantum resources$
$quantum$,$quantum energy chemical$
$quantum$,$quantum resources management, llc$
$quartz mountain$,$quartz mountain$
$quasar$,$quasar$
$quasar$,$quasar energy services$
$quest$,$quest$
$quest$,$quest chemical$
$quest$,$quest chemical, inc.$
$quest$,$qyest chemical$
$quest$,$quest cemical$
$quest$,$quest cheical$
$quest$,$quest chmical$
$questa energy$,$questa energy$
$questa energy$,$questa  energy$
$quick pump$,$quick pump$
$quicksilver resources-ft worth$,$quicksilver resources-ft worth$
$quicksilver resources-ft worth$,$quicksilver resources - ft worth$
$quicksilver resources-ft worth$,$quicksilver resourses$
$r lacy$,$r lacy$
$raider$,$raider$
$rain for rent$,$rain for rent$
$rainbow ceramics$,$rainbow ceramics$
$rainbow ceramics$,$rainbow$
$rainbow seven$,$rainbow seven$
$ramtex energy llc$,$ramtex energy llc$
$range resources$,$range resource$
$range resources$,$range resources$
$range resources$,$range$
$rapid energy$,$rapid energy$
$raptor petroleum operating$,$raptor petroleum operating$
$ray richey management co., inc.$,$ray richey management co., inc.$
$rdb/rmp$,$rdb/rmp$
$rdi fluid services$,$rdi fluid services$
$reagent$,$re-agent$
$reagent$,$reagant$
$reagent$,$reagant chemical & research$
$reagent$,$reageant$
$reagent$,$reagent$
$reagent$,$reagent chemcials & research inc$
$reagent$,$reagent chemi$
$reagent$,$reagent chemical$
$reagent$,$reagent chemical & research$
$reagent$,$reagent chemical & research, inc.$
$reagent$,$reagent chemical & research, univar, cudd, bio-cid$
$reagent$,$reagent chemicals$
$reagent$,$reagent chemicals & research inc$
$reagent$,$reagent chemicals & research inc.$
$reagent$,$reagent chemicals & research, inc$
$reagent$,$reagent chemicals & research, inc.$
$reagent$,$reagent, fsti$
$reagent$,$reagent, fsti, ace$
$reagent$,$reagent/pp g$
$reagent$,$reagent/ppg$
$reagent$,$regent$
$reagent$,$reagent chemical and research$
$reagent$,$reagent chemical research$
$red fork (usa) investments, inc.$,$red fork (usa) investments, inc$
$red fork (usa) investments, inc.$,$red fork (usa) investments, inc.$
$red mountain resources, inc.$,$red mountain resources, inc.$
$red river$,$red river$
$red river$,$red river suppky$
$red river$,$red river supply$
$red river$,$river river supply$
$red river$,$red river farm coop$
$redbud exploration$,$redbud exploration$
$redland resources$,$redland resources$
$redland resources$,$redland$
$reed$,$reed$
$reeder energy$,$reeder energy$
$reef$,$reef$
$reef$,$reef chemical$
$reef$,$reef services$
$reef$,$reef services llc$
$reef$,$reef services, inc$
$reef$,$reef services, inc.$
$reef$,$reef services, llc$
$reef$,$reef/rockwater$
$reff services,llc$,$reff services,llc$
$refinery specialties, inc.$,$refinery specialties, inc$
$refinery specialties, inc.$,$refinery specialties, inc.$
$reliance$,$reliance$
$reliance$,$reliance energy$
$reliance well services$,$reliance well service$
$reliance well services$,$reliance well services$
$reliance well services$,$reliance well services inc.$
$reliance well services$,$reliance well services, llc$
$reliance well services, inc.$,$reliance well services, inc.$
$reliant gases$,$reliant gases$
$reliant gases$,$reliant$
$remote$,$remote$
$renegades$,$renegades$
$renegades$,$renegade oil & gas company, llc$
$repsol usa$,$repsol usa$
$republic energy$,$republic energy$
$resaca$,$resaca$
$resources pumping services llc$,$resource s pumping services llc$
$resources pumping services llc$,$resources pumping services$
$resources pumping services llc$,$resources pumping services llc$
$resources pumping services llc$,$resources pumping servics, llc$
$resources pumping services llc$,$s pumping services llc$
$rev energy$,$rev energy$
$revolution resources$,$revolution resources$
$rex$,$rex$
$rex$,$rex energy$
$rg exploration$,$rg exploration$
$rger$,$rger$
$rger$,$rger technolo$
$rger$,$rger technolo gy$
$rhdk$,$rhdk$
$rhdk$,$rhdk oil & gas, llc$
$rhodia$,$rhodia$
$rhodia$,$rhodia inc$
$rhodia$,$rhodia inc.$
$rhodia$,$rhodia, inc$
$rice energy$,$rice$
$rice energy$,$rice energy$
$ring energy$,$ring energy$
$ring energy$,$ring energy, inc.$
$ring energy$,$ring$
$rio petroleum$,$rio petroleum$
$rising star$,$rising star$
$rising star$,$rising star rising star rising star rising star ri$
$rising star$,$rising start$
$river$,$river$
$river bend$,$river bend$
$river bend$,$riverbend$
$rki$,$rki$
$rki$,$rki explorations and production$
$rki$,$rki exploration & production$
$rmd$,$rmd$
$roberson oil$,$roberson oil$
$roca chemicals$,$roca chemicals$
$rocanda$,$rocanda$
$rocanda$,$rocanda enterprises$
$rocanda$,$rocanda enterprises ltd.$
$rock oil$,$rock oil$
$rockdale energy$,$rockdale energy$
$rockdale energy$,$rockdale marcellus$
$rockpile energy$,$rock pile energy$
$rockpile energy$,$rockpile enerfy services$
$rockpile energy$,$rockpile energy$
$rockpile energy$,$rockpile energy services$
$rockpile energy$,$rockpile enrgy services$
$rockpile energy$,$rosk pile energy$
$rockpile energy$,$rockpile$
$rockpile energy$,$rockpileenergy services$
$rockwater$,$rock water$
$rockwater$,$rock water energy solutions$
$rockwater$,$rockwater$
$rockwater$,$rockwater energy$
$rockwater$,$rockwater energy solutions$
$rockwater$,$rockwater energy solutions, inc.$
$rockwater$,$roclwater$
$rockwater$,$rock water energy systems$
$rockwater$,$rockwater energy services$
$rockwater$,$rockwater / natl petro$
$roff$,$roff$
$roff$,$roff operating$
$rosehill operating company llc$,$rosehill operating company llc$
$rosetta resources$,$rosetta resources$
$rosewood resources inc-vernal$,$rosewood resources inc-vernal$
$rover petroleum llc$,$rover petroleum llc$
$roywell services$,$roywell$
$roywell services$,$roywell service$
$roywell services$,$roywell services$
$roywell services$,$roywell services inc.$
$roywell services$,$roywell services, inc$
$roywell services$,$roywell services, inc.$
$rrs$,$rrs$
$rsi$,$rsi$
$rsp permian$,$rsp permian$
$rsp permian$,$rsp permian, llc$
$rsp permian$,$rsp$
$rss$,$rss$
$ruffel$,$ruffel$
$sabalo$,$sabalo$
$sabalo$,$sabalo operating, llc$
$sabalo$,$sabalo operating$
$sabalo$,$sabalo energy$
$saber$,$saber$
$sabinal energy$,$sabinal energy$
$sabine$,$sabine energy$
$sabine$,$sabine oil & gas$
$sabine$,$sabine oil and gas$
$sabine$,$sabine$
$sabine$,$sabine oil and gas corp$
$sable permian resources$,$sable permian resources$
$sable permian resources$,$sable$
$sabre$,$sabre$
$sabre$,$sabre$
$sabre$,$sabre$
$sabre$,$sabre energy$
$sabre$,$sabre energy service$
$sabre$,$sabre energy services$
$sabre$,$sabre energy services llc$
$sabre$,$sabre energy services lls$
$sabre$,$sabre energy services, llc$
$sabre$,$sabre oxidation technologies, inc.$
$sabre$,$the sabre companies llc$
$sabre$,$the sabre companies, llc$
$sabre$,$sabre technical services, llc$
$sabre$,$sabre oxidation technologies$
$sabre$,$sabre companies$
$sabre$,$sabre technical services$
$sabre$,$sabre companies llc$
$sabre$,$the sabre compaies llc$
$sabre$,$sabre oxidationg technolgies$
$sachem$,$sachem$
$sachem$,$sachem americas$
$saga petroleum$,$saga petroleum$
$saga petroleum$,$saga$
$sagar$,$sagar$
$sagar$,$sagar enterprise$
$sagar$,$sagar enterprises, inc$
$sagrent/unimin$,$sagrent/unimin$
$saint-gobain$,$saint gobain$
$saint-gobain$,$saint gobain proppants$
$saint-gobain$,$saint-gobain$
$saint-gobain$,$saint-gobain proppant$
$saint-gobain$,$saint-gobain proppants$
$saint-gobain$,$saint-gobain$
$saint-gobain$,$st. gobain$
$saint-gobain$,$st.gobain$
$samjel$,$samjel$
$samson resources$,$samson resources$
$samson resources$,$samson$
$samson resources$,$samson exploration$
$samson resources$,$samson exploration llc$
$san yuan chemical co$,$san yuan chemical co$
$sandpro$,$sandpro$
$sandridge$,$sandridge$
$sandridge$,$sandridge energy$
$sandridge$,$sandridge energy corp$
$sandridge$,$sandridge energy inc$
$sandridge$,$sandridge energy, inc.$
$sandridge$,$sandrifge energy$
$sandridge$,$sabdridge$
$sanjel$,$sanjel$
$sanjel$,$sanjel corp.$
$santrol$,$sandtrol$
$santrol$,$santol$
$santrol$,$santrl proppants$
$santrol$,$santrol$
$santrol$,$santrol diverters$
$santrol$,$santrol inc$
$santrol$,$santrol proppant$
$santrol$,$santrol proppants$
$santrol$,$santrol, inc$
$santrol$,$santrol, superior$
$santrol$,$santrol/cadre$
$santrol$,$santroll$
$santrol$,$stantrol$
$sargent$,$sargent$
$sargent$,$sargent/momentive/preferred$
$sargent$,$sargent/momentive/preffered$
$sargent$,$sargent/momentive/prefferred$
$sargent$,$sargent/unimin$
$sargent$,$sargent/unimin$
$sargent$,$sergent/unimin$
$sargent$,$sargent/imo,om$
$sargent$,$sargent unimin$
$sargent$,$sargent/unimim$
$schlumberger$,$schlumbe$
$schlumberger$,$schlumbe rger$
$schlumberger$,$schlumbe rger technolo$
$schlumberger$,$schlumbe rger technolo gy$
$schlumberger$,$schlumberge$
$schlumberger$,$schlumberge r$
$schlumberger$,$schlumberge r technology$
$schlumberger$,$schlumberge r technology corporation$
$schlumberger$,$schlumberge r technology corportaion$
$schlumberger$,$schlumberger$
$schlumberger$,$schlumberger technology corporation$
$schlumberger$,$schulmberger$
$schlumberger$,$schumberger$
$schlumberger$,$sclumberger$
$schlumberger$,$slumberger$
$schulman$,$schulman$
$schulman$,$a. schulman$
$science lab$,$science lab$
$science lab$,$sciencelab.com, inc.$
$scout energy partners$,$scout energy partners$
$scout energy partners$,$scout energy$
$scout energy partners$,$scout$
$scs$,$scs$
$sdx resources$,$sdx resources$
$sdx resources$,$sdx resources inc.$
$sdx resources$,$sdx resources,inc.$
$sea pacific$,$sea pacific$
$sea pacific$,$sea pacific inc$
$searles valley mineral$,$searles valley mineral$
$seeco$,$seeco$
$seidler oil & gas$,$seidler oil & gas$
$select$,$select$
$select$,$select energy services$
$select$,$select energy services llc$
$select$,$select energy$
$seneca resources$,$seneca resources$
$seneca resources$,$seneca resources corp$
$seneca resources$,$seneca resources corp?$
$seneca resources$,$seneca resources corporation$
$seneca resources$,$seneca$
$sequitur$,$sequitur$
$sergant/unimin$,$sergant/unimin$
$servco$,$servco$
$servo$,$servo$
$ses$,$ses$
$severn trent services$,$seven trent services$
$severn trent services$,$severn trent services$
$severn trent services$,$trent severn services$
$severn trent services$,$severn trent$
$severn trent services$,$severn tret$
$severn trent services$,$severn  trent$
$severn trent services$,$severv trent$
$sg interests$,$sg interests$
$sgb solutions$,$sgb solutions$
$sgb solutions$,$sgb solutions lp$
$sgb solutions$,$sgb solutions, lp$
$shack acid & cement services$,$shack acid & cement services$
$shack acid & cement services$,$shack acid and cement$
$shack energy$,$shack energy$
$shack energy$,$shack energy services$
$shack energy$,$shack acid & cement$
$shawnee city water$,$shawnee city water$
$shell$,$shell$
$shell$,$shell exploration$
$shell$,$shell e. & p.$
$sheridan$,$sheridan$
$sheridan$,$sheridan production co$
$sheridan$,$sheridan production co.$
$sheridan$,$sheridan production company, llc$
$sheridan$,$sheridan production company$
$sheridan$,$sheridan production$
$sheridan$,$sheridan operating$
$sheridan$,$sheridan productions$
$sherman williams$,$sherman williams$
$shotwell hydrogenics llc$,$shotwell hydrogenics llc$
$shreive$,$shreive$
$shrieve$,$shrieve$
$shrieve$,$shrieve chem prod$
$shrieve$,$shrieve chem products$
$shrieve$,$shrieve chemical$
$shrieve$,$shrieve chemical products$
$shrieve$,$shieve$
$siena natural resources$,$siena natural resources$
$sierra$,$sierra$
$sierra$,$sierra frac sand, llc$
$sierra$,$sierra frac$
$sigma aldrich$,$sigma aldrich$
$sigma aldrich$,$sigma-aldrich$
$sigma aldrich$,$sigman aldrich$
$silica$,$silica$
$silver creek$,$silver creek$
$silver creek$,$silver creek services$
$silver hill energy partners$,$silver hill energy partners$
